id,type,attributes_organization_id,attributes_organization_name,attributes_organization_abbreviation,attributes_service_provider_id,attributes_service_provider_name,attributes_collection_id,attributes_collection_name,attributes_collection_year,attributes_collection_quarter,attributes_service_provided,attributes_transaction_point,attributes_channel,attributes_volume_of_customers,attributes_volume_of_customers_provided_survey_opportunity,attributes_volume_of_respondents,attributes_omb_control_number,attributes_federal_register_url,attributes_q1_text,attributes_q1_1,attributes_q1_2,attributes_q1_3,attributes_q1_4,attributes_q1_5,attributes_q1_point_scale,attributes_q2_text,attributes_q2_1,attributes_q2_2,attributes_q2_3,attributes_q2_4,attributes_q2_5,attributes_q2_point_scale,attributes_q3_text,attributes_q3_1,attributes_q3_2,attributes_q3_3,attributes_q3_4,attributes_q3_5,attributes_q3_point_scale,attributes_q4_text,attributes_q4_1,attributes_q4_2,attributes_q4_3,attributes_q4_4,attributes_q4_5,attributes_q4_point_scale,attributes_q5_text,attributes_q5_1,attributes_q5_2,attributes_q5_3,attributes_q5_4,attributes_q5_5,attributes_q5_point_scale,attributes_q6_text,attributes_q6_1,attributes_q6_2,attributes_q6_3,attributes_q6_4,attributes_q6_5,attributes_q6_point_scale,attributes_q7_text,attributes_q7_1,attributes_q7_2,attributes_q7_3,attributes_q7_4,attributes_q7_5,attributes_q7_point_scale,attributes_q8_text,attributes_q8_1,attributes_q8_2,attributes_q8_3,attributes_q8_4,attributes_q8_5,attributes_q8_point_scale,attributes_q9_text,attributes_q9_1,attributes_q9_2,attributes_q9_3,attributes_q9_4,attributes_q9_5,attributes_q9_point_scale,attributes_q10_text,attributes_q10_1,attributes_q10_2,attributes_q10_3,attributes_q10_4,attributes_q10_5,attributes_q10_point_scale,attributes_q11_text,attributes_q11_1,attributes_q11_2,attributes_q11_3,attributes_q11_4,attributes_q11_5,attributes_q11_point_scale,attributes_created_at,attributes_updated_at,attributes_operational_metrics,attributes_service_id,attributes_service_name,attributes_service_slug,service_desc,service_provider_desc
422,omb_cx_reporting_collections,2130,Department of State,DOS,40,Passport Services,160,CX Quarterly Reporting,2022,2,Passport Services web pages with passport information and forms,Desktop and mobile devices,computer,16549089.0,82745.0,643,1405-0193,,I am satisfied with the service I received from the Passport Services web pages on Travel.State.Gov..,0,0,0,0,5,5.0,How likely are you to use this site as your primary source of information (likely),0,0,0,0,5,5.0,Desktop and Mobile: Please rate how well the site is organized (very).,0,0,0,0,5,5.0,Desktop and Mobile: Please rate the usefulness of the search tool provided on this site (very).,0,0,0,0,5,5.0,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T20:32:33.769Z,2022-05-05T12:45:20.514Z,"Website - 54,977,520 unique page views on Passport Services web pages ",25,Passport Services,dos-ca,"Passport Services is a directorate within the Bureau of Consular Affairs at the U.S. Department of State. The mission of Passport Services is to facilitate international travel and enhance national security by issuing secure travel documents to U.S. citizens and nationals while providing the highest level of customer service, professionalism, and integrity. It has the most interactions with U.S. citizens than any other bureau with the Department. In Fiscal Year 2018, Passport Services issued 21.1 million passport books and cards. There are currently 127 million valid U.S. passports and 42 percent of all U.S. citizens have a passport. U.S. citizens can apply for their passport at one of the 27 domestic passport agencies or centers or at one of the 7,600 passport acceptance facilities located throughout the U.S. Citizens can also renew their passport conveniently through the mail. The key services offered are information and assistance in applying for, renewing and reporting a lost or stolen passport; the processing of applications and issuance of passports; and 24/7 availability of duty officers to assist customers with life and death emergencies. Customers can receive information on how to apply, access passport application forms, locate a nearby passport acceptance facility and schedule an appointment online at a passport agency by visiting the Department's official website at travel.state.gov.","Passport Services is a directorate within the Bureau of Consular Affairs at the U.S. Department of State. The mission of Passport Services is to facilitate international travel and enhance national security by issuing secure travel documents to U.S. citizens and nationals while providing the highest level of customer service, professionalism, and integrity. It has the most interactions with U.S. citizens than any other bureau with the Department. In Fiscal Year 2018, Passport Services issued 21.1 million passport books and cards. There are currently 127 million valid U.S. passports and 42 percent of all U.S. citizens have a passport. U.S. citizens can apply for their passport at one of the 27 domestic passport agencies or centers or at one of the 7,600 passport acceptance facilities located throughout the U.S. Citizens can also renew their passport conveniently through the mail. The key services offered are information and assistance in applying for, renewing and reporting a lost or stolen passport; the processing of applications and issuance of passports; and 24/7 availability of duty officers to assist customers with life and death emergencies. Customers can receive information on how to apply, access passport application forms, locate a nearby passport acceptance facility and schedule an appointment online at a passport agency by visiting the Department's official website at [travel.state.gov](https://travel.state.gov)."
423,omb_cx_reporting_collections,2135,Department of the Interior,DOI,6,Bureau of Trust Funds Administration,161,CX Quarterly Reporting,2022,2,Beneficiary engagement with BTFA to request assistance with managing their IIM accounts.,Trust Beneficiary Call Center ,phone,39635.0,1731.0,70,OMB Control Number 1090-0007,Federal Register URL,Satisfied with service received,8,3,10,17,32,3.89,Interaction increased trust in Bureau of Trust Funds Administration,8,5,11,22,24,3.7,Need was addressed,10,5,3,21,31,3.83,Easy to complete what I needed to,8,5,7,20,30,3.84,Took a reasonable amount of time to do what I needed to,7,10,10,19,24,3.61,I was treated fairly,7,5,7,17,34,3.94,Representative was helpful,9,2,6,15,38,4.01,Representative was able to understand my issue,10,2,7,14,37,3.94,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:00:12.911Z,2022-04-12T20:57:50.605Z,"The pandemic driven telework solution and temporary call management queue is still being used for responding to incoming beneficiary inquiries. Unfortunately, the workaround does not include the ability to capture performance metrics such as: speed to answer, call handle time and abandoned rate. Therefore, we are unable to report performance metrics for Q2.
",78,Managing Individual Indian Monies (IIM) accounts,,"Individual Indian Monies (IIM) accountholder’s have an IIM account established for them by BTFA.  An Individual Indian Money (IIM) account is an interest-bearing account managed by BTFA on behalf of an individual who has money or other assets held in trust for them by the Federal government. An Individual Indian often inherits fractional owner interests through either a will or a probate process. Also, trust land ownership can be acquired through a purchase or a gift deed. 

Managing IIM accounts usually begins with a compelling beneficiary “life need” to access the monetary assets held in their IIM account to pay for necessities like utilities, housing, food, and medical needs. The beneficiary may engage with BTFA in a few different ways. The beneficiary may check the balance and recent transaction history, update account information with a new address or change disbursement instructions, access the trust funds that have posted into IIM account, make a request for disbursement of funds from their account. The beneficiary may also seek information about their interests in tracts of land so that they can make informed decisions about managing the asset.
","Bureau of Trust Funds Administration (BTFA) manages over $8.2 billion in monetary trust assets, and delivers trust funds accounting and management services to Indian trust beneficiaries.  BTFA’s trust responsibilities include holding funds for Tribes and funds for individuals (i.e., Individual Indian Monies (IIM) accounts). Tribal and Other Trust Funds are comprised of approximately 4,100 accounts with monetary assets of approximately $6.8 billion and over 408,000 Individual Indian Monies (IIM) accounts with monetary assets of approximately $1.4 billion. "
425,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,162,CX Quarterly Reporting,2022,2,AMA Filing a Request for Decision Review,e-mail survey with online response collection,email,19270.0,,3674,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with my experience filing a <Higher-Level Review OR Supplemental Claim> request.,381,368,969,1139,817,3.45,I trust VA to fulfill our country's commitment to Veterans.,490,420,808,976,980,3.42,It was easy to find the help I needed to select which decision review option was best for my claim.,296,462,902,1134,880,3.5,I knew which form I needed for the decision review option that I chose.,303,490,785,1036,762,3.43,NONE,0,0,0,0,0,,The [Self-Reported Assistance Type] clearly explained the available decision review options. The <Selection from Question 3> clearly communicated the available decision review options.,95,146,480,1286,1388,4.1,It was easy to understand what information was needed to complete the decision review form.,304,526,837,1066,722,3.4,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:06:29.429Z,2022-04-15T17:27:19.827Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
426,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,162,CX Quarterly Reporting,2022,2,AMA Supplemental Claim,e-mail survey with online response collection,email,14527.0,0.0,3836,2900-0770 ,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with VA's Supplemental Claim process.,1017,647,759,808,605,2.83,I trust VA to fulfill our country's commitment to Veterans.,688,519,867,993,769,3.17,I understood the need for a VA examination to support my Supplemental Claim.,123,117,247,988,1251,4.15,1 It was easy to identify what evidence I needed to support my Supplemental Claim 2. I knew where to look for status updates about my Supplemental Claim while I waited for a decision,243,476,1103,1251,763,3.47,I received the results of my Supplemental Claim in a reasonable amount of time.,720,522,862,1006,726,3.13,VA’s notification letter clearly explained the reasons and bases for my Supplemental Claim decision.,720,522,862,1006,726,3.13,I felt that VA met its Duty to Assist requirements by gathering all of the identified evidence for my Supplemental Claim.,947,646,836,799,608,2.86, ,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:06:29.436Z,2022-07-28T17:55:59.789Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
427,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,162,CX Quarterly Reporting,2022,2,VBA Education Service Enrolling in School,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,email,40299.0,0.0,2782,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I was satisfied with the assistance I received from my school when submitting my Certificate of Eligibility.,102,134,231,728,1541,4.27,I trust VA to effectively administer my education benefits.,144,169,351,994,1124,4.0, I found the VA websites helpful in informing me about my education benefits,148,245,488,923,924,3.82,I understood how to submit my Certificate of Eligibility to my school.,108,178,229,921,1313,4.15,NONE,0,0,0,0,0,,"After enrolling in school, I know how and when I will receive my benefits.",206,357,390,915,914,3.71,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:06:29.445Z,2022-04-15T18:18:13.956Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
428,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,162,CX Quarterly Reporting,2022,2,VBA Education Service Receiving Benefits,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,email,47666.0,0.0,2709,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,"If I had an issue with my education benefits, I was satisfied with the assistance that I received from VA.",162,154,326,614,808,3.85,I trust VA to effectively administer my education benefits.,136,146,349,908,1170,4.04,NONE,0,0,0,0,0,,"1. When I enrolled in school, I understood that my education benefits may vary depending on changes to my enrollment (i.e., adjusting my course level). 2. I understand where to find information regarding the amount of my education benefits.",31,92,324,950,1312,4.26,"I receive my education benefits timely (i.e., Tuition & Fees, Yellow Ribbon, BAH, and Books & Supplies).",154,192,186,810,1367,4.12,"After receiving my education benefits, I understand how to receive education benefits in the future.",72,149,322,976,1139,4.11,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:06:29.452Z,2022-04-15T18:28:02.706Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
429,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,162,CX Quarterly Reporting,2022,2,VBA Education Applying for Benefits,CX data is collected using an online transactional survey disseminated three times a week within 2-5 days after callers have interacted with the call center.,email,48375.0,0.0,2417,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,NONE,0,0,0,0,0,, I trust VA to effectively administer my education benefits.,183,156,347,735,996,3.91, I found the GI Bill Comparison Tool useful when planning my budget for school.,122,129,427,461,670,3.79,I found the process of applying for my benefits to be easy.,143,191,294,801,988,3.95,"After I submitted my application for benefits, I received my Certificate of Eligibility within the expected time frame.",177,177,237,664,1010,3.95,"1. After submitting my benefits application, I understood the education benefits I was entitled to.  2. After submitting my application, I understood how and when I would receive my benefits. 3. I understood how to get information about the status of my education benefits application.",127,246,505,793,746,3.74,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:06:29.458Z,2022-04-15T18:11:09.663Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
431,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,22,Veterans Benefits Administration,162,CX Quarterly Reporting,2022,2,AMA Higher-Level Review,e-mail survey with online response collection,email,4887.0,0.0,1246,2900-0770,https://www.reginfo.gov/public/do/PRAViewIC?ref_nbr=201710-2900-001&icID=233695,I am satisfied with VA's Higher-Level Review Process.,349,184,244,189,280,2.89,I trust VA to fulfill our country's commitment to Veterans.,239,137,292,302,276,3.19,VA’s notification letter clearly explained the reasons and bases for my Higher-Level Review decision.,245,171,267,281,282,3.15,NONE,0,0,0,0,0,,I received the results of my Higher-Level Review in a reasonable amount of time.,151,112,219,383,381,3.59,"When VA called me or met with me for an informal conference to discuss my claim, I understood that the purpose is to identify any errors of law or fact in my prior claim decision. VA’s notification letter about my Higher-Level Review made it clear that I had additional options if I wanted further review of VA’s decision on my claim.",104,74,225,461,382,3.76,"When VA called me or met with me for an informal conference to discuss my claim, the VA decision maker that conducted my informal conference was helpful.",46,39,67,110,254,3.94,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:06:29.470Z,2022-04-15T17:33:53.178Z,,26,Contacting the Benefits Administration contact center,va-vba,VBA sends surveys to those who interact with its call centers. ,"The Veterans Benefits Administration (VBA) serves over 5.5 million Veterans across 56 regional offices with personalized benefits and services related to education, life insurance, home loan guaranty, and employment. In 2020, VBA guaranteed 1.2 million home loans and provided Post-9/11 GI Bill payments to over 600,000 beneficiaries."
433,omb_cx_reporting_collections,2129,Department of Veterans Affairs,VA,21,Veterans Health Administration,163,CX Quarterly Reporting,2022,2,Outpatient Services,Follow-up Survey upon receiving Outpatient Services ,email,8663572.0,2050105.0,345457,2900-0770 ,https://survey.voice.va.gov/?va-outpatient-scheduling-appointment	 https://survey.voice.va.gov/?va-outpatient-healthcare-visit	 https://survey.voice.va.gov/?va-outpatient-pharmacy-in-person	 https://survey.voice.va.gov/?va-outpatient-pharmacy-mail	 https://survey.voice.va.gov/?va-outpatient-labs-imaging	 https://survey.voice.va.gov/?va-veterans-safety	,I am satisfied with the service I received from the VA.,2131,3051,10296,52028,232710,4.7,I trust VA to fulfill our country’s commitment to Veterans,3661,5114,21543,75087,194811,4.51,My need was addressed. ,2277,2728,8879,53281,207949,4.68,It was easy to complete what I needed to do.,3948,6545,15958,73212,200106,4.53,It took a reasonable amount of time to do what I needed to do.,483,481,882,4809,18039,4.6,I was treated fairly.,673,480,2185,12188,51101,4.69,Employees I interacted with were helpful.,323,473,1369,7995,30366,4.67,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:14:59.661Z,2022-05-09T14:24:17.470Z,Aggregated results from 6 Outpatient Surveys: Scheduling Appointment; Healthcare Visit; Pharmacy In-Person; Pharmacy Mail; Labs & Imaging; and Veterans Safety,2,Receiving outpatient services,va-vha,VHA sends email surveys to everyone who receives outpatient services. ,"The Veterans Health Administration (VHA) is the largest integrated health care system in the United States, providing care at 1,293 health care facilities, including 171 VA Medical Centers and 1,112 outpatient sites of care of varying complexity to over 9 million Veterans enrolled in the VA health care program."
434,omb_cx_reporting_collections,2123,Internal Revenue Service,IRS,18,Internal Revenue Service,164,CX Quarterly Reporting,2022,2,Accounts Management Toll-Free Telephone Service,After calling the IRS Toll-Free line for service over the phone.,phone,2730462.0,13249.0,770,1545-2290,,I am satisfied with the service I received from the IRS,48,24,44,130,524,4.37,This interaction increased my trust in the IRS,44,37,77,150,448,4.22,My need was addressed,28,23,34,104,491,4.48,It was easy to complete what I needed to do,56,39,77,117,389,4.1,It took a reasonable amount of time to do what I needed to do,97,63,79,120,316,3.73,I was treated fairly,17,1,24,71,530,4.7,The employees I interacted with were helpful.,10,6,25,53,542,4.75,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:25:57.071Z,2022-04-25T15:02:06.488Z,"Customer Service Representative Level of Service – 22.9%
Toll-Free Tax Law Accuracy – 91.7%
Toll-Free Accounts Accuracy – 92.8%
",59,Filing an individual tax return,,"The tax filing journey begins each year with the taxpayer receiving and gathering their tax information. There are several ways a taxpayer can file their return, self-prepared using tax preparation software or IRS Free File, using a paid preparer, filling out a form and mailing it to the IRS, or visiting one of our thousands of VITA/TCE sites, where a volunteer tax preparer can help prepare their return. In the pre and post filing stages, taxpayers may seek answers to tax law questions or require tax account information. IRS research indicates that most taxpayers prefer interacting with us through visiting IRS.gov or calling.","The Internal Revenue Service (IRS) processed more than 240.2 million Federal tax returns and supplemental documents in 2020, collecting close to $3.5 trillion in gross taxes and issuing almost 122 million refunds."
435,omb_cx_reporting_collections,2123,Internal Revenue Service,IRS,18,Internal Revenue Service,164,CX Quarterly Reporting,2022,2,Field Assistance Appointment Service Follow-Up,Customers who take the initial Field Assistance Appointment Service survey can opt-in to participate in a follow-up survey approximately one month later.,computer,330483.0,105291.0,261,1545-2290,,I am satisfied with the service I received from the IRS,35,21,45,85,73,3.54,This interaction increased my trust in the IRS,46,27,17,80,82,3.5,My need was addressed,49,19,21,82,84,3.52,It was easy to complete what I needed to do,60,28,30,65,66,3.2,It took a reasonable amount of time to do what I needed to do,61,36,19,68,65,3.16,I was treated fairly,17,11,22,91,109,4.06,The employees I interacted with were helpful.,13,15,30,65,126,4.11,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:25:57.080Z,2022-09-15T18:24:28.461Z,"Assistor Contacts (Face-to-Face) - 546,400
Total Appointments Scheduled  - 322,000
Toll-Free Accounts Accuracy -  92.8%

",59,Filing an individual tax return,,"The tax filing journey begins each year with the taxpayer receiving and gathering their tax information. There are several ways a taxpayer can file their return, self-prepared using tax preparation software or IRS Free File, using a paid preparer, filling out a form and mailing it to the IRS, or visiting one of our thousands of VITA/TCE sites, where a volunteer tax preparer can help prepare their return. In the pre and post filing stages, taxpayers may seek answers to tax law questions or require tax account information. IRS research indicates that most taxpayers prefer interacting with us through visiting IRS.gov or calling.","The Internal Revenue Service (IRS) processed more than 240.2 million Federal tax returns and supplemental documents in 2020, collecting close to $3.5 trillion in gross taxes and issuing almost 122 million refunds."
436,omb_cx_reporting_collections,2123,Internal Revenue Service,IRS,18,Internal Revenue Service,164,CX Quarterly Reporting,2022,2,IRS.gov,Random selection after visiting any IRS.gov PUP page on a computer. 50/50 split of being presented with main survey or beta survey,computer,133053594.0,4176295.0,39740,1545-2290,https://www.reginfo.gov/public/do/PRAViewICR?ref_nbr=201805-1090-003,I am satisfied with the service I received from IRS.gov.,9775,4429,6094,8229,11213,3.17,This interaction increased my trust in the IRS.,7502,3597,12585,7901,8155,3.14,My need was addressed. ,12007,3567,4786,6597,12783,3.12,It was easy to complete what I needed to do.,11242,4269,5470,6947,11812,3.1,It took a reasonable amount of time to do what I needed to do.,10227,3886,6174,7502,11951,3.18,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:25:57.091Z,2022-04-20T15:26:46.522Z,"Total Public User Portal IRS.gov Sessions –  377,463,212
Public User Portal IRS.gov Pageviews – 997,600,677
",16,Visiting IRS.gov,treas-irs,IRS sends surveys to those who visit IRS.gov.,"The Internal Revenue Service (IRS) processed more than 240.2 million Federal tax returns and supplemental documents in 2020, collecting close to $3.5 trillion in gross taxes and issuing almost 122 million refunds."
437,omb_cx_reporting_collections,2123,Internal Revenue Service,IRS,18,Internal Revenue Service,164,CX Quarterly Reporting,2022,2,IRS.gov Online Account,Random selection after successfully authenticating into the IRS Online Account application on a computer,computer,12822973.0,2310713.0,42874,1545-2290,https://www.reginfo.gov/public/do/PRAViewICR?ref_nbr=201805-1090-003,I am satisfied with the service I received from the online tax account tool,8190,5473,10381,15676,24826,3.67,This interaction increased my trust in the IRS,6769,4253,16635,16115,20774,3.62,The online tax account tool met my needs,9159,5993,10317,14164,24913,3.61,It was easy to find what I needed,9389,6623,10660,14802,23072,3.55,It took a reasonable amount of time to do what I needed to do.,9575,6042,11081,15231,22617,3.55,NONE,0,0,0,0,0,,NONE,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:25:57.099Z,2022-04-20T15:44:08.406Z,"Total Sessions – 34,945,750 (across all device types)
",60,Managing an individual online account,,"The five most common reasons taxpayers contact us are: Refund Inquiry, IRS Office Location/Appointment, Balance Due/Payoff, Transcript/Record of Account, or to establish an Installment Agreement. Recognizing that our diverse customer base has varying service preferences, the IRS has focused on providing automated solutions for most of the common reasons taxpayers contact us, increasing convenience and reducing cost to the IRS and taxpayers.

Online Account allows taxpayers to securely access their individual account information.  Through their online account, taxpayers can view the amount they owe, a breakdown by tax year, and payment plan options. They may also get email notifications, view records, and approve and electronically sign Power of Attorney and Tax Information Authorization form from their tax professionals. 

Our vision for the future is a centralized online account experience for individual and business taxpayers that allows them to view their personalized tax information and transact via self-service. We are also building on our vision for tax professionals to more efficiently establish and manage their authorization relationships online, access tax-related information, and represent their clients with the IRS. ","The Internal Revenue Service (IRS) processed more than 240.2 million Federal tax returns and supplemental documents in 2020, collecting close to $3.5 trillion in gross taxes and issuing almost 122 million refunds."
438,omb_cx_reporting_collections,2123,Internal Revenue Service,IRS,18,Internal Revenue Service,164,CX Quarterly Reporting,2022,2,Automated Collection System Toll-Free Survey,After calling the IRS ACS Toll-Free line for service over the phone.,phone,1708158.0,43242.0,1618,1545-2290,https://www.reginfo.gov/public/do/PRAViewICR?ref_nbr=202005-1545-007,I am satisfied with the service I received from IRS.gov.,59,41,72,184,1227,4.57,This interaction increased my trust in the IRS.,65,36,161,281,1027,4.38,My need was addressed,49,30,60,148,1272,4.64,It was easy to complete what I needed to do,117,68,119,257,993,4.25,It took a reasonable amount of time to do what I needed to do,197,111,157,262,822,3.9,I was treated fairly,27,14,51,86,1374,4.78,The employees I interacted with were helpful,24,11,33,66,1416,4.83,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:25:57.111Z,2022-04-20T15:49:07.136Z,,59,Filing an individual tax return,,"The tax filing journey begins each year with the taxpayer receiving and gathering their tax information. There are several ways a taxpayer can file their return, self-prepared using tax preparation software or IRS Free File, using a paid preparer, filling out a form and mailing it to the IRS, or visiting one of our thousands of VITA/TCE sites, where a volunteer tax preparer can help prepare their return. In the pre and post filing stages, taxpayers may seek answers to tax law questions or require tax account information. IRS research indicates that most taxpayers prefer interacting with us through visiting IRS.gov or calling.","The Internal Revenue Service (IRS) processed more than 240.2 million Federal tax returns and supplemental documents in 2020, collecting close to $3.5 trillion in gross taxes and issuing almost 122 million refunds."
439,omb_cx_reporting_collections,2123,Internal Revenue Service,IRS,18,Internal Revenue Service,164,CX Quarterly Reporting,2022,2,Field Assistance Appointment Service,When calling to schedule an appointment for face-to-face service.,phone,330483.0,105291.0,4152,1545-2290,,I am satisfied with the service I received from the IRS,135,116,215,716,2932,4.51,This interaction increased my trust in the IRS,154,117,493,951,2437,4.3,My need was addressed,114,121,268,685,2550,4.45,It was easy to complete what I needed to do,259,206,337,691,2217,4.19,It took a reasonable amount of time to do what I needed to do,356,307,450,762,1818,3.91,I was treated fairly.,53,40,105,403,3081,4.74,The employees I interacted with were helpful.,45,36,101,284,3208,4.79,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:25:57.119Z,2022-04-25T15:09:13.751Z,"Assistor Contacts (Face-to-Face) - 546,40
Total Appointments Scheduled  -322,00
Toll-Free Accounts Accuracy - 92.8%
",59,Filing an individual tax return,,"The tax filing journey begins each year with the taxpayer receiving and gathering their tax information. There are several ways a taxpayer can file their return, self-prepared using tax preparation software or IRS Free File, using a paid preparer, filling out a form and mailing it to the IRS, or visiting one of our thousands of VITA/TCE sites, where a volunteer tax preparer can help prepare their return. In the pre and post filing stages, taxpayers may seek answers to tax law questions or require tax account information. IRS research indicates that most taxpayers prefer interacting with us through visiting IRS.gov or calling.","The Internal Revenue Service (IRS) processed more than 240.2 million Federal tax returns and supplemental documents in 2020, collecting close to $3.5 trillion in gross taxes and issuing almost 122 million refunds."
444,omb_cx_reporting_collections,2134,U.S. Citizenship and Immigration Services,USCIS,35,Citizenship and Immigration Services,168,CX Quarterly Reporting,2022,2,Contact Center Services,Follow up survey after contact with 1-800 number,computer,3397047.0,3397047.0,35747,1615-0121,https://www.reginfo.gov/public/do/PRAViewICR?ref_nbr=201801-1615-001,I am satisfied with the service I received from the USCIS Contact Center.,4089,1286,910,3681,25306,4.27,This interaction increased my confidence in the USCIS Contact Center 1-800 Number.,3843,1295,1719,4277,24040,4.23,My need was addressed. ,4344,1258,1587,5075,22911,4.16,It was easy to complete what I needed to do.,4500,1528,1906,5367,21880,4.1,It took a reasonable amount of time to do what I needed to do.,4454,1864,2714,6104,19950,4.0,I was treated fairly.,2658,854,1792,2551,27240,4.45,Employees I interacted with were helpful.,2925,990,1246,2444,27518,4.44,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,2022-04-04T21:31:00.792Z,2022-04-19T19:43:52.118Z,USCIS Contact Center Assessment Survey (CCAS),21,Contacting the USCIS contact center,dhs-uscis,"The USCIS Contact Center is the centralized resource for providing information services to the public. The Contact Center helps the public using multiple channels to provide accurate, timely and consistent information about applications and benefits. They employ a multi-tiered, integrated framework to address inquiries ranging from simple case status questions to those who have experienced significant issues or long delays.","U.S. Citizen and Immigration Services (USCIS) is the government agency that oversees lawful immigration to the United States. Every day, USCIS staff adjudicates more than 26,000 requests for immigration benefits, processes refugee applications around the world in support of refugee admissions, responds to 150,000 inquiries and services requests, grants lawful permanent residence to more than 2,500 people and nearly 6,200 Green Cards, and ensures the employment eligibility of 100,000 new hires in the United States."
